date,Q1,Q2,Q3,Q4,Q5,long_short
2022-05-31,-0.0010984767746945732,0.007525191483494008,0.007899680800415317,0.01134632706922532,0.017732514773764536,0.01883099154845911
2022-06-30,-0.1370840721581986,-0.09490487393281122,-0.08360671176747009,-0.06625034729551257,-0.0816963287002373,0.0553877434579613
2022-07-31,0.13679350240503038,0.11717044680005208,0.08963762099976967,0.07362157382341962,0.05440914722590995,-0.08238435517912043
2022-08-31,-0.035006612981042094,-0.03976750639029981,-0.03473466988716694,-0.014259606178911326,-0.011111735073857718,0.023894877907184378
2022-09-30,-0.11520141135117587,-0.08421795404179935,-0.08552291721082324,-0.08702260020268993,-0.0788129231409464,0.03638848821022947
2022-10-31,0.09852252326531236,0.10235525424401928,0.09779580362618223,0.10084823919299261,0.10045851315707417,0.0019359898917618162
2022-11-30,0.07172670491990979,0.07620372101487553,0.07851679375240057,0.05927757913070482,0.05037068087339104,-0.02135602404651875
2022-12-31,-0.06039053287202051,-0.038022996210058516,-0.053003579055555,-0.051442641653082224,-0.05451260811184139,0.005877924760179121
2023-01-31,0.16133095302844913,0.1130837356801251,0.06421449273793674,0.03329247286429122,0.01712927652699332,-0.14420167650145582
2023-02-28,-0.029026931321307643,-0.03150309438860036,-0.028660685566172874,-0.020824925539203815,-0.017300931802749078,0.011725999518558565
2023-03-31,-0.008010510505436873,-0.011876917603429018,-0.0022332550994060563,0.003628424233124796,0.04130416753780035,0.04931467804323722
2023-04-30,0.015767667043860328,0.006344402351986648,0.016916052381896637,-0.004454741877316304,-0.014092307582312693,-0.02985997462617302
2023-05-31,-0.05444874865594152,-0.04871238027619909,-0.022185613646151858,-0.014090994056569378,0.03970753630989477,0.09415628496583629
2023-06-30,0.07213678385693909,0.07290724738472794,0.09105564641821144,0.10252502921547546,0.0765240481837786,0.004387264326839516
2023-07-31,0.022024602881326853,0.026516189261739046,0.03637478146248559,0.04867195100516981,0.07163455205450628,0.04960994917317943
2023-08-31,-0.029145184880575853,-0.022189735213381315,-0.027880908637706477,-0.02579418698705491,-0.014293903092845638,0.014851281787730215
2023-09-30,-0.056578279518038135,-0.04489537482706637,-0.03818326336732817,-0.04011992661116799,-0.052819165723659224,0.0037591137943789113
2023-10-31,-0.035124206422875955,-0.03481978442902405,-0.039978827840847504,-0.03692504670157007,-0.03638316777035393,-0.001258961347477973
2023-11-30,0.09369723402239485,0.08391140436149763,0.10226135199480904,0.09652511500977917,0.11789921098709376,0.024201976964698904
2023-12-31,0.06949775318513889,0.04766475774664238,0.07426764947900193,0.06031030946130005,0.09521666493050418,0.025718911745365294
2024-01-31,0.004823439406757501,0.007818141553762127,-0.01275536371407558,0.004706878035490249,-0.011589280761352433,-0.016412720168109934
2024-02-29,0.02822392849496058,0.038006214176983515,0.04422429481355323,0.05404093116457436,0.10356373558868358,0.075339807093723
2024-03-31,0.04229985743073291,0.04985789596865665,0.044340500003665,0.05142703095936074,0.049084742408652404,0.006784884977919493
2024-04-30,-0.049133126456836124,-0.03948186707524232,-0.04842016659653198,-0.04148078831934399,-0.04567018850731609,0.0034629379495200313
2024-05-31,0.02388445466336906,0.027562808583192554,0.025482833331727753,0.03468170702083686,0.05222302633470332,0.02833857167133426
2024-06-30,-0.012194785730612983,-0.008831944593953612,-0.006848830913313435,0.004346509759198607,0.030400285919922675,0.04259507165053566
2024-07-31,0.05681682112235654,0.04918014016353886,0.0557060219475238,0.04301753960953693,0.0032244577590140834,-0.05359236336334246
2024-08-31,0.007711302705928509,0.0248506962573751,0.034896629062583395,0.025872427962955035,0.043673744850715,0.03596244214478649
2024-09-30,0.03425780123545468,0.01749567863693044,0.024101400355473618,0.033628122574696266,0.025901922891836265,-0.008355878343618416
2024-10-31,-0.0454404298857735,-0.01886771636086489,0.0026221529535426797,-0.0003353279817181948,0.0038314417241675693,0.04927187160994107
2024-11-30,0.05149019742734105,0.0517844406573594,0.06991496400957012,0.08592344579918558,0.11245306461100778,0.060962867183666725
2024-12-31,-0.0615843075320153,-0.05548090507965776,-0.07891773026522882,-0.06710513458106396,-0.046962107906611136,0.014622199625404161
2025-01-31,0.024080554590466253,0.02840577522667903,0.02205022960818968,0.04652752859737303,0.06838721723016512,0.044306662639698874
2025-02-28,-0.017340852310887115,0.0035183900812175077,0.016718382020491866,-0.010815953106963618,-0.030375436858425784,-0.013034584547538669
2025-03-31,-0.039234258066637905,-0.03911560404955605,-0.02220345334979972,-0.048841628438916276,-0.045750369767820515,-0.00651611170118261
2025-04-30,-0.03227904980707511,-0.014153836983828995,-0.024074317269313562,-0.014439060072370563,-0.008998414965388604,0.023280634841686507
2025-05-31,0.05338419065231825,0.05605115162680826,0.04532671487585887,0.040538731004822554,0.051891349517380704,-0.001492841134937549
2025-06-30,0.017923636520157084,0.021906388830486706,0.03663343550216243,0.041503086737462135,0.07685533386845787,0.05893169734830079
2025-07-31,-0.0013868556498731364,0.010162124176696232,0.009711815906102692,0.02123796434515322,0.033246732998809106,0.03463358864868224
2025-08-31,0.022899967520478067,0.03634441856168826,0.03388292298828379,0.02007111269707281,0.035809593102234354,0.012909625581756286
2025-09-30,0.0016350789395854625,-0.0016944552990045224,0.005631707010357423,0.0034153606719438748,0.06728771369821654,0.06565263475863108
2025-10-31,-0.03416986070168343,-0.039956764554271,-0.019758733321785297,0.012214490314772593,0.04520351015937839,0.07937337086106182
2025-11-30,0.030750247329686994,0.02070476885363267,0.034229084343748876,0.015607519083865573,0.00468179900149747,-0.026068448328189525
2025-12-31,-0.01310695879575179,0.0012611367668502744,0.007508421949039913,0.017981177860390683,0.021162994881293792,0.03426995367704558
2026-01-31,0.02260465591261739,0.023575731269403346,0.040451576350291465,0.026677942942730598,0.0479619080578855,0.02535725214526811
2026-02-28,0.034489496444867214,0.023830345858864867,0.03860384911928917,0.03490211734003554,0.033560899974393134,-0.0009285964704740801
2026-03-31,-0.060325586621606,-0.07211650911111259,-0.05225728383708324,-0.048531067467955886,-0.05421424956617081,0.006111337055435193
2026-04-30,0.0065527618707579794,0.002142086194797455,0.002168623936526531,0.002133886429031064,0.016941367861277694,0.010388605990519714
